USB-500 Log File,,,,,ConversionTable:,,
Name: RadTel_2,,,,,Index,mA,%
Model: USB-504,,,,,1,0.00000,0.00000
Serial Number: 7104,,,,,2,20.00000,100.00000
Index, Date/Time, Current(%)
1, 10/24/2015 7:20:59 PM,  87.60
2, 10/24/2015 7:21:09 PM,  29.33
3, 10/24/2015 7:21:19 PM,  -57.82
4, 10/24/2015 7:21:29 PM,  -5.99
5, 10/24/2015 7:21:39 PM,  -26.15
6, 10/24/2015 7:21:49 PM,  -13.41
7, 10/24/2015 7:21:59 PM,  -0.54
8, 10/24/2015 7:22:08 PM,  -18.87
9, 10/24/2015 7:22:19 PM,  -38.38
10, 10/24/2015 7:22:29 PM,  -28.49
11, 10/24/2015 7:22:39 PM,  400.85
12, 10/24/2015 7:22:49 PM,  376.77
13, 10/24/2015 7:22:59 PM,  548.29
14, 10/24/2015 7:23:09 PM,  506.35
15, 10/24/2015 7:23:19 PM,  455.03
16, 10/24/2015 7:23:29 PM,  386.35
17, 10/24/2015 7:23:39 PM,  486.17
18, 10/24/2015 7:23:49 PM,  641.93
19, 10/24/2015 7:23:59 PM,  359.10
20, 10/24/2015 7:24:09 PM,  58.95
21, 10/24/2015 7:24:19 PM,  192.37
22, 10/24/2015 7:24:29 PM,  105.53
23, 10/24/2015 7:24:39 PM,  65.01
24, 10/24/2015 7:24:49 PM,  150.47
25, 10/24/2015 7:24:59 PM,  230.99
26, 10/24/2015 7:25:09 PM,  145.76
27, 10/24/2015 7:25:19 PM,  -53.93
28, 10/24/2015 7:25:29 PM,  99.62
29, 10/24/2015 7:25:39 PM,  129.92
30, 10/24/2015 7:25:49 PM,  98.20
31, 10/24/2015 7:25:59 PM,  107.48
32, 10/24/2015 7:26:09 PM,  127.79
33, 10/24/2015 7:26:19 PM,  79.01
34, 10/24/2015 7:26:29 PM,  154.32
35, 10/24/2015 7:26:39 PM,  148.10
36, 10/24/2015 7:26:49 PM,  78.16
37, 10/24/2015 7:26:59 PM,  148.32
38, 10/24/2015 7:27:09 PM,  58.79
39, 10/24/2015 7:27:19 PM,  62.69
40, 10/24/2015 7:27:29 PM,  74.25
41, 10/24/2015 7:27:39 PM,  72.22
42, 10/24/2015 7:27:49 PM,  15.91
43, 10/24/2015 7:27:59 PM,  -10.63
44, 10/24/2015 7:28:09 PM,  -1.82
45, 10/24/2015 7:28:19 PM,  33.75
46, 10/24/2015 7:28:29 PM,  -74.44
47, 10/24/2015 7:28:39 PM,  -19.21
48, 10/24/2015 7:28:49 PM,  -9.41
49, 10/24/2015 7:28:59 PM,  141.66
50, 10/24/2015 7:29:09 PM,  161.80
51, 10/24/2015 7:29:19 PM,  106.48
52, 10/24/2015 7:29:29 PM,  -23.35
53, 10/24/2015 7:29:39 PM,  16.58
54, 10/24/2015 7:29:49 PM,  -12.41
55, 10/24/2015 7:29:59 PM,  26.88
56, 10/24/2015 7:30:09 PM,  -2.01
57, 10/24/2015 7:30:19 PM,  27.55
58, 10/24/2015 7:30:29 PM,  64.04
59, 10/24/2015 7:30:39 PM,  316.66
60, 10/24/2015 7:30:49 PM,  86.92
61, 10/24/2015 7:30:59 PM,  116.45
62, 10/24/2015 7:31:09 PM,  224.33
63, 10/24/2015 7:31:19 PM,  22.65
64, 10/24/2015 7:31:29 PM,  168.47
65, 10/24/2015 7:31:39 PM,  129.67
66, 10/24/2015 7:31:49 PM,  65.43
67, 10/24/2015 7:31:59 PM,  25.32
68, 10/24/2015 7:32:09 PM,  79.83
69, 10/24/2015 7:32:19 PM,  57.75
70, 10/24/2015 7:32:29 PM,  137.13
71, 10/24/2015 7:32:39 PM,  6.88
72, 10/24/2015 7:32:49 PM,  -106.05
73, 10/24/2015 7:32:59 PM,  -50.39
74, 10/24/2015 7:33:09 PM,  73.89
75, 10/24/2015 7:33:19 PM,  48.23
76, 10/24/2015 7:33:29 PM,  132.39
77, 10/24/2015 7:33:39 PM,  52.43
78, 10/24/2015 7:33:49 PM,  94.45
79, 10/24/2015 7:33:59 PM,  110.39
80, 10/24/2015 7:34:09 PM,  8.61
81, 10/24/2015 7:34:19 PM,  7.69
82, 10/24/2015 7:34:29 PM,  159.30
83, 10/24/2015 7:34:39 PM,  59.43
84, 10/24/2015 7:34:49 PM,  65.70
85, 10/24/2015 7:34:59 PM,  68.85
86, 10/24/2015 7:35:09 PM,  -159.35
87, 10/24/2015 7:35:19 PM,  -31.89
88, 10/24/2015 7:35:29 PM,  -3.79
89, 10/24/2015 7:35:39 PM,  -10.90
90, 10/24/2015 7:35:49 PM,  0.40
91, 10/24/2015 7:35:59 PM,  78.68
92, 10/24/2015 7:36:09 PM,  34.98
93, 10/24/2015 7:36:19 PM,  40.78
94, 10/24/2015 7:36:29 PM,  55.86
95, 10/24/2015 7:36:39 PM,  59.25
96, 10/24/2015 7:36:49 PM,  -25.52
97, 10/24/2015 7:36:59 PM,  14.40
98, 10/24/2015 7:37:09 PM,  33.72
99, 10/24/2015 7:37:19 PM,  102.15
100, 10/24/2015 7:37:29 PM,  105.92
101, 10/24/2015 7:37:39 PM,  66.92
102, 10/24/2015 7:37:49 PM,  22.86
103, 10/24/2015 7:37:59 PM,  64.48
104, 10/24/2015 7:38:09 PM,  38.76
105, 10/24/2015 7:38:19 PM,  11.77
106, 10/24/2015 7:38:29 PM,  118.55
107, 10/24/2015 7:38:39 PM,  164.23
108, 10/24/2015 7:38:49 PM,  135.13
109, 10/24/2015 7:38:59 PM,  101.05
110, 10/24/2015 7:39:09 PM,  201.20
111, 10/24/2015 7:39:19 PM,  84.45
112, 10/24/2015 7:39:29 PM,  77.38
113, 10/24/2015 7:39:39 PM,  87.54
114, 10/24/2015 7:39:49 PM,  136.23
115, 10/24/2015 7:39:59 PM,  -11.94
116, 10/24/2015 7:40:09 PM,  145.37
117, 10/24/2015 7:40:19 PM,  174.42
118, 10/24/2015 7:40:29 PM,  142.28
119, 10/24/2015 7:40:39 PM,  155.11
120, 10/24/2015 7:40:49 PM,  140.65
121, 10/24/2015 7:40:59 PM,  91.11
122, 10/24/2015 7:41:09 PM,  86.88
123, 10/24/2015 7:41:19 PM,  12.90
124, 10/24/2015 7:41:29 PM,  36.77
125, 10/24/2015 7:41:39 PM,  53.53
126, 10/24/2015 7:41:49 PM,  62.72
127, 10/24/2015 7:41:59 PM,  93.11
128, 10/24/2015 7:42:09 PM,  35.58
129, 10/24/2015 7:42:19 PM,  10.20
130, 10/24/2015 7:42:29 PM,  51.06
131, 10/24/2015 7:42:39 PM,  47.38
132, 10/24/2015 7:42:49 PM,  92.80
133, 10/24/2015 7:42:59 PM,  50.98
134, 10/24/2015 7:43:09 PM,  -138.15
135, 10/24/2015 7:43:19 PM,  -28.74
136, 10/24/2015 7:43:29 PM,  4.02
137, 10/24/2015 7:43:39 PM,  98.38
138, 10/24/2015 7:43:49 PM,  -34.27
139, 10/24/2015 7:43:59 PM,  -92.94
140, 10/24/2015 7:44:09 PM,  7.64
141, 10/24/2015 7:44:19 PM,  -68.92
142, 10/24/2015 7:44:29 PM,  96.30
143, 10/24/2015 7:44:39 PM,  32.79
144, 10/24/2015 7:44:49 PM,  93.60
145, 10/24/2015 7:44:59 PM,  -61.76
146, 10/24/2015 7:45:09 PM,  108.38
147, 10/24/2015 7:45:19 PM,  194.59
148, 10/24/2015 7:45:29 PM,  43.85
149, 10/24/2015 7:45:39 PM,  107.58
150, 10/24/2015 7:45:49 PM,  146.09
151, 10/24/2015 7:45:59 PM,  153.04
152, 10/24/2015 7:46:09 PM,  18.63
153, 10/24/2015 7:46:19 PM,  85.96
154, 10/24/2015 7:46:29 PM,  -121.13
155, 10/24/2015 7:46:39 PM,  -19.21
156, 10/24/2015 7:46:49 PM,  -10.80
157, 10/24/2015 7:46:59 PM,  4.39
158, 10/24/2015 7:47:09 PM,  -14.60
159, 10/24/2015 7:47:19 PM,  35.10
160, 10/24/2015 7:47:29 PM,  -38.34
161, 10/24/2015 7:47:39 PM,  -27.84
162, 10/24/2015 7:47:49 PM,  14.88
163, 10/24/2015 7:47:59 PM,  121.91
164, 10/24/2015 7:48:09 PM,  77.07
165, 10/24/2015 7:48:19 PM,  85.75
166, 10/24/2015 7:48:29 PM,  44.64
167, 10/24/2015 7:48:39 PM,  44.75
168, 10/24/2015 7:48:49 PM,  40.91
169, 10/24/2015 7:48:59 PM,  -110.15
170, 10/24/2015 7:49:09 PM,  -50.66
171, 10/24/2015 7:49:19 PM,  -82.95
172, 10/24/2015 7:49:29 PM,  -2.91
173, 10/24/2015 7:49:39 PM,  34.69
